NEWID,Income Class,Education,Division,Family Type,Transportation,Food,Rented Dwelling,Entertainment,Eat Out,Alcohol Beverages,Fuel,Babysitting and Childcare,Furniture,Apparel,Male Clothing,Men Clothing,Footwear,Other Apparel,Cars and Trucks,Gas,Public Transportation,Pet and Toy,Personal Care,Household Textiles,Reading,Boy Clothing,Girl Clothing,Child Clothing
4323523,2,13,7,1,1944.3333,1188.6667,0,800,798.6667,183,0,0,0,0,0,0,0,0,0,110,1810,500,0,0,0,0,0,0
4323524,3,13,7,1,248,585,0,39,108.3333,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0
4324172,7,14,7,9,75,346.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0
4324173,7,14,7,9,0,478,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6667,0,0,0,0,0
4324174,7,14,7,9,0,661.6667,0,70,199,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
4324382,6,16,7,1,60,953.3333,0,0,520,35,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0
4324683,5,15,7,3,376,346.6667,0,132,86.6667,0,0,0,0,144,40,21,0,0,0,50,0,50,16.6667,70,0,19,58,0
4324684,5,15,7,3,363.6667,563.3333,0,0,130,0,0,0,0,255,29,0,150,0,0,40,0,0,26.6667,0,0,29,31,45
4324722,2,12,7,8,100,1170,0,0,866.6667,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
4324723,2,12,7,8,150,1213.3333,0,0,866.6667,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0
4324724,2,12,7,8,200,1148.3333,0,0,866.6667,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0
4324842,7,10,7,8,50,216.6667,0,150,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0
4325102,5,13,7,5,125,498.3333,0,80,108.3333,0,0,0,0,50,0,0,50,0,0,125,0,70,15,115,0,0,0,0
4325103,5,13,7,5,951.6667,996.6667,0,235,498.3333,40,0,0,0,0,0,0,0,0,0,300,0,100,40,0,0,0,0,0
4325104,5,13,7,5,450,1365,0,170,650,0,0,0,0,0,0,0,0,0,0,450,0,0,83.3333,0,0,0,0,0
4325152,1,13,7,7,40,390,0,0,65,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0
4325992,6,13,7,1,1300,216.6667,0,125,0,0,0,0,0,40,0,0,0,40,0,200,0,0,35,0,0,0,0,0
4325993,6,13,7,1,1411.6667,541.6667,0,200,216.6667,49,0,0,0,111.6667,0,0,0,16.6667,0,200,16.6667,0,116.6667,0,0,0,0,0
4325994,6,13,7,1,2820,216.6667,0,200,0,20,0,0,0,13.3333,0,0,0,13.3333,0,80,26.6667,0,50,0,0,0,0,0
4326042,1,12,7,8,491.6667,520,0,81,0,0,0,0,0,0,0,0,0,0,0,175,0,0,5,0,0,0,0,0
4326043,1,12,7,8,440,433.3333,0,120,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
4326044,1,12,7,8,180,433.3333,0,132,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0
4326142,4,15,7,7,100,650,0,21,130,0,80,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
4326144,5,15,7,7,165,671.6667,0,110,130,0,80,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
4326163,4,15,7,1,40.6667,195,0,192,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0
4326653,3,12,7,1,51007,1170,0,70,866.6667,0,0,0,0,0,0,0,0,0,50878,100,0,0,100,0,0,0,0,0
4326654,7,12,7,1,692,758.3333,0,70,433.3333,0,0,0,0,0,0,0,0,0,0,100,0,0,15,0,0,0,0,0
4326894,7,15,7,1,75,571,0,13,108.3333,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0
4326933,7,12,7,4,675,1148.3333,0,145,541.6667,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0
4326934,3,12,7,4,191,877,0,75,433.3333,0,0,0,0,171,0,0,51,0,0,120,0,0,0,0,0,0,0,0
4327174,5,15,7,2,400,845,0,0,108.3333,20,0,1021,0,20,20,0,0,0,0,200,0,0,0,0,0,20,0,0
4327292,3,13,7,8,0,216.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4327293,3,13,7,8,1230,216.6667,0,11,130,0,0,0,0,0,0,0,0,0,0,30,0,0,6.6667,0,0,0,0,0
4327294,2,13,7,8,155,433.3333,0,300,86.6667,0,0,0,0,0,0,0,0,0,0,50,0,300,0,0,0,0,0,0
4327592,5,13,7,4,1626,866.6667,0,0,238.3333,75,0,0,0,0,0,0,0,0,0,270,0,0,33.3333,105,0,0,0,0
4327593,5,13,7,4,170,1083.3333,0,180,216.6667,40,0,0,0,0,0,0,0,0,0,170,0,0,43.3333,50,0,0,0,0
4327594,4,13,7,4,300,1033.3333,0,0,361.6667,58,0,0,0,200,200,200,0,0,0,300,0,0,0,0,0,0,0,0
4328142,3,11,7,2,250,628.3333,840,92,86.6667,50,0,0,0,80,0,0,0,0,0,250,0,0,0,0,0,0,0,80
4328143,3,11,7,2,200,801.6667,850,330,216.6667,40,0,0,0,117,0,0,0,0,0,200,0,0,0,0,0,0,0,80
4328144,3,11,7,2,288,845,850,94,173.3333,50,0,0,0,232,0,0,71,0,0,250,0,0,0,0,0,0,0,80
4328533,6,12,7,4,776,1300,0,150,433.3333,30,0,0,0,689,186,186,503,0,0,300,0,150,0,0,0,0,0,0
4328604,1,12,7,1,50,433.3333,0,0,43.3333,0,0,0,0,100,100,100,0,0,0,50,0,0,0,0,0,0,0,0
4328784,7,12,7,5,621,606.6667,0,65,173.3333,82,0,0,0,85,15,15,0,0,0,450,0,0,0,0,0,0,0,50
4329142,6,14,7,5,1778,1083.3333,0,284,433.3333,0,0,170,0,407,0,0,0,0,0,960,0,100,0,100,0,0,0,407
4329143,6,14,7,5,1548,1035,0,874,60,0,0,125,0,61,7,7,0,0,0,500,0,700,0,0,0,0,0,44
4329144,5,14,7,5,77993,1350,0,0,50,0,0,500,0,748,220,220,388,0,73000,1260,0,0,0,230,50,0,112,28
4329182,6,13,7,3,50661,953.3333,0,233,433.3333,200,0,0,0,0,0,0,0,0,0,75,0,0,125,0,0,0,0,0
4329183,6,13,7,3,418,1018.3333,0,637,476.6667,70,0,0,0,50,0,0,0,50,0,150,0,0,100,0,0,0,0,0
4329184,6,13,7,3,272,871,0,463,433.3333,100,0,0,0,50,0,0,0,50,0,92,0,0,150,541,0,0,0,0
4329212,2,12,7,5,80,572,0,20,0,140,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
4329213,2,12,7,5,350,1300,0,20,0,140,0,0,0,250,0,0,0,0,0,350,0,0,0,0,0,0,75,175
4329214,7,12,7,5,500,996.6667,0,20,346.6667,82,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0
4329502,3,12,7,1,120,641.3333,0,0,260,0,40,0,0,8.3333,0,0,0,8.3333,0,120,0,0,0,0,0,0,0,0
4329764,5,10,7,4,149,736.6667,750,0,173.3333,0,0,0,0,100,51,51,0,0,0,60,0,0,0,0,0,0,0,0
4329893,5,13,7,3,390,823.3333,0,74,195,0,0,0,0,48,48,48,0,0,0,250,0,0,28.3333,0,0,0,0,0
4329894,4,13,7,3,712.3333,793,0,91,99.6667,0,0,0,0,0,0,0,0,0,0,200,0,0,8.3333,0,25,0,0,0
4329942,1,11,7,8,0,216.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4341492,6,16,7,1,683,736.6667,0,454,0,0,0,0,0,450.3333,0,0,390,13.3333,0,150,0,0,41.3333,0,0,0,0,0
4342042,3,12,7,4,1141,1863.3333,0,645,1083.3333,20,0,0,0,10,0,0,0,10,0,200,0,148,130,0,0,0,0,0
4342043,3,12,7,4,360,1126.6667,0,868,130,20,0,0,0,0,0,0,0,0,0,180,0,150,40,43,0,0,0,0
4342082,2,15,7,9,590,1560,0,40,520,10,0,0,0,0,0,0,0,0,0,140,0,40,0,0,0,0,0,0
4342083,2,15,7,9,470,823.3333,0,0,43.3333,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0
4342084,7,15,7,9,950,433.3333,0,14,0,10,10,0,0,10,0,0,0,0,0,200,0,14,20,25,0,0,0,10
4342692,6,15,7,2,880,3900,0,0,2600,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0
4342693,6,15,7,2,1187.6667,2877.3333,0,0,1733.3333,400,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0
4342694,7,15,7,2,842,2210,0,0,866.6667,200,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0
4342793,6,15,7,1,425,2456.6667,0,221,803.3333,0,0,0,0,0,0,0,0,0,0,375,0,0,133.3333,0,0,0,0,0
4342794,6,15,7,1,400,1733.3333,0,304,433.3333,0,0,0,2000,70,0,0,0,70,0,400,0,0,133.3333,0,0,0,0,0
4343083,3,11,7,1,745.3333,528.6667,0,178,268.6667,0,0,0,0,0,0,0,0,0,0,220,0,0,13.3333,0,0,0,0,0
4343084,3,11,7,1,908.6667,2080,0,274,346.6667,0,0,0,0,0,0,0,0,0,0,240,0,0,13.3333,0,0,0,0,0
4343473,6,16,7,4,637,1646.6667,0,571,346.6667,60,0,0,0,100,0,0,0,100,0,400,0,0,266.6667,0,0,0,0,0
4343474,6,16,7,4,665,1646.6667,0,182,346.6667,163.3333,0,0,0,80,0,0,0,80,0,400,0,0,400,0,0,0,0,0
4343953,2,13,7,8,645,303.3333,2000,95,86.6667,160,0,0,0,0,0,0,0,0,0,120,0,25,0,0,0,0,0,0
4343954,2,13,7,8,5219,520,2000,350,260,0,0,0,0,60,0,0,60,0,0,120,0,60,0,0,0,0,0,0
4344002,6,16,7,1,100,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
4344003,6,16,7,1,413.3333,1603.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,206.6667,0,0,0,0,0,0,0,0
4344242,6,16,7,2,616.6667,1906.6667,0,126,1040,50,0,0,0,0,0,0,0,0,0,200,0,0,200,0,0,0,0,0
4344243,6,16,7,2,796.6667,2496,0,600,776,323.3333,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0
4344442,1,14,7,8,150,1906.6667,0,0,260,80,0,0,0,0,0,0,0,0,0,40,0,0,10,0,0,0,0,0
4344443,1,14,7,8,177,866.6667,0,235,173.3333,160,0,0,0,0,0,0,0,0,0,50,0,115,12,0,0,0,0,0
4344463,4,16,7,8,236,728.6667,2124,138,503.3333,162,0,0,0,31,31,31,0,0,0,40,103,50,20,0,1,0,0,0
4344464,5,16,7,8,640.3333,1470,2124,120,750,230,0,0,0,341,120,120,166,0,0,94,0,0,0,0,0,0,0,0
4344762,5,15,7,2,868,2990,0,720,693.3333,90,0,25,0,195,100,100,95,0,0,200,0,0,0,0,0,0,0,0
4344763,5,15,7,2,945,2600,0,155,433.3333,30,0,1400,0,100,0,0,100,0,0,700,0,85,30,0,0,0,0,0
4344764,5,15,7,2,1336,3076.6667,0,375,866.6667,40,0,0,0,0,0,0,0,0,0,400,0,250,60,0,0,0,0,0
4344802,2,14,7,1,1200,1300,0,0,433.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4344803,2,14,7,1,0,861.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4344804,2,14,7,1,316,736.6667,0,0,0,0,0,0,0,60,0,0,0,0,0,280,0,0,0,0,0,0,0,0
4345743,2,11,7,5,5399,866.6667,0,110,0,0,0,0,0,0,0,0,0,0,0,400,0,0,10,0,0,0,0,0
4346164,4,16,7,8,664,736.6667,2558,0,346.6667,40,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0
4346603,4,12,7,5,1301,1646.6667,0,220,260,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0
4346604,5,12,7,5,1401,1733.3333,0,220,260,0,0,0,0,100,0,0,0,0,0,500,0,0,0,0,0,0,0,100
4347042,3,13,7,5,721.6667,2166.6667,0,794,173.3333,0,0,0,0,90,60,60,0,0,0,250,0,50,0,0,0,0,0,0
4347094,7,14,7,1,210,1083.3333,2067,266,433.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,66.6667,0,0,0,0,0
4347632,5,16,7,1,460,1386.6667,0,480,346.6667,0,0,0,0,0,0,0,0,0,0,300,0,300,60,0,0,0,0,0
4348232,3,11,7,9,186,1863.3333,1700,95,346.6667,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0
4348812,3,13,7,8,776,650,206,0,0,100,0,0,330,193,0,0,0,12,0,30,0,0,0,0,0,0,0,0
4348813,3,13,7,8,603,752,605,0,258,20,0,0,0,165,0,0,0,0,0,156,441,0,33.3333,0,0,0,0,0
4348814,3,13,7,8,64,520,600,0,173.3333,60,0,0,0,0,0,0,0,0,0,60,0,0,66.6667,0,0,0,0,0
4348893,3,12,7,9,188,6153.3333,0,40,86.6667,200,0,0,0,77,0,0,52,0,0,181,0,40,0,0,0,0,0,0
4349012,2,12,7,1,609.3333,979.3333,0,220,156,100,0,0,0,42,0,0,0,0,0,300,0,0,0,0,0,0,0,0
4349013,2,12,7,1,1351.6667,910,0,0,216.6667,120,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0
4349014,1,12,7,1,1204.3333,1300,0,0,260,30,0,0,0,80,0,0,0,80,0,400,0,0,0,0,0,0,0,0
4349433,4,11,7,1,80,823.3333,1400,0,173.3333,100,0,0,0,26.6667,0,0,0,26.6667,0,80,0,0,8,0,0,0,0,0
4349703,2,15,7,8,150,433.3333,1450,0,0,20,0,0,0,40,0,0,0,40,0,150,0,0,0,0,0,0,0,0
4349704,2,15,7,8,510,260,1501,146,0,18,0,0,0,40,0,0,0,40,0,150,0,0,0,0,0,0,0,0
4350062,3,13,7,8,1491,3033.3333,0,0,2166.6667,0,0,0,0,0,0,0,0,0,0,600,0,0,66.6667,0,0,0,0,0
4350063,3,13,7,8,1403.6667,2582.6667,0,487,1881.3333,18,0,0,4105,400,120,120,80,200,0,425,0,0,200,0,0,0,0,0
4350064,3,13,7,8,1581,3250,0,300,1733.3333,0,0,0,0,0,0,0,0,0,0,700,0,0,120,0,0,0,0,0
4350242,2,12,7,9,0,2600,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4350243,2,12,7,9,0,693.3333,0,330,173.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4350244,1,12,7,8,0,1213.3333,0,0,173.3333,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4350642,2,12,7,9,0,476.6667,590,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4350643,2,12,7,9,0,996.6667,1350,217,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,97,0
4350644,7,12,7,9,0,953.3333,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4350773,3,13,7,7,745,1213.3333,0,0,346.6667,40,0,0,0,320,0,0,80,0,0,200,0,0,0,0,0,0,0,0
4350774,2,13,7,7,840,910,0,0,346.6667,60,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0
4350873,2,13,7,8,80,173.3333,0,0,0,0,0,0,0,20,0,0,0,20,0,80,0,0,0,0,0,0,0,0
4350874,2,13,7,8,571,260,1400,0,0,0,0,0,0,5.3333,0,0,0,5.3333,0,40,0,0,0,0,0,0,0,0
4351142,4,13,7,1,496,953.3333,0,182,346.6667,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0
4351143,4,13,7,1,620,996.6667,0,175,130,0,0,0,0,9,0,0,0,9,0,240,0,0,0,0,0,0,0,0
4351144,4,13,7,1,620,780,0,185,173.3333,0,0,0,0,115,13,13,85,0,0,240,0,0,16,0,0,0,0,0
4351292,3,13,7,9,1473,3033.3333,0,263,1300,2,0,1000,0,0,0,0,0,0,0,400,9,40,33.3333,0,0,0,0,0
4351293,3,13,7,9,1844,3811.6667,0,742,1933.3333,0,0,250,0,733,86,0,0,0,0,420,0,0,21.3333,0,0,86,212,172
4351294,3,13,7,9,947,4333.3333,0,580,1733.3333,0,0,1000,0,664,70,0,131,33,0,400,0,450,70,75,0,70,132,240
4351672,2,12,7,8,0,1213.3333,1200,0,433.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4351673,2,12,7,8,0,1040,1200,0,346.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4351674,2,12,7,8,0,1040,1200,0,346.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4351704,3,11,7,2,527.6667,780,2200,132,0,0,0,0,50,596.6667,80,80,0,66.6667,0,120,0,0,0,29,0,0,240,151
4351964,3,11,7,8,0,895.3333,274,0,321.3333,171.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4378153,7,11,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4378572,4,12,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4378633,2,15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4378634,7,15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4378963,1,10,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4379393,2,13,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4379591,7,15,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4379593,7,15,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4379594,2,15,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4379623,6,16,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4379624,6,16,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4380302,7,12,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4380303,7,12,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4380304,2,12,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4380422,2,12,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4380552,6,15,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4380553,6,15,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4381354,7,13,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4381421,7,15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4381422,7,15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4381423,7,15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4381424,7,15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4381471,1,15,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4381472,1,15,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4381473,1,15,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4381474,7,15,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4381904,4,13,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4382243,2,14,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4382614,7,12,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4382731,1,11,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4382732,1,11,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4382733,2,11,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4382734,2,11,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4382813,4,15,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4382814,3,15,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4383103,2,12,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4383772,3,12,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4383773,3,12,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4383774,3,12,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4383801,2,13,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4383803,2,13,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4383804,2,13,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4384253,2,12,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4384254,1,12,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4384351,1,13,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4384352,1,13,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4384353,2,13,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4384354,2,13,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4384563,7,14,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4384564,6,14,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4384763,4,15,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4384764,4,15,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4384882,7,13,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4384884,7,13,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4384902,5,15,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4384903,5,15,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4384904,5,15,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385282,7,15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385283,7,15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385284,3,15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385331,3,15,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385573,5,15,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385574,6,15,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385603,2,13,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385604,2,13,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385821,6,12,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385822,6,12,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385823,6,12,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385824,7,12,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4385924,7,12,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386273,3,15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386274,3,15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386474,3,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4386934,6,12,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387391,3,12,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387392,3,12,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387691,6,14,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387692,6,14,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387693,6,14,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387694,4,14,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387961,2,12,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387962,3,12,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387963,3,12,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4387964,3,12,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4388832,3,13,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4388834,3,13,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4388943,3,13,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
